"","gene_name","mass_Da"
"3000","mlaD",19575.97682
"3001","mlaE",27862.93068
"3002","mlaF",29096.49274
"3003","yrbG",34740.18236
"3004","kdsD",35195.74024
"3005","kdsC",19996.8835
"3006","lptC",21702.36366
"3007","lptA",20126.64268
"3008","lptB",26800.32542
"3009","rpoN",53989.13974
"3010","hpf",10750.11604
"3011","ptsN",17959.35788
"3012","yhbJ",32491.91268
"3013","npr",9810.02636
"3014","yrbL",24344.74632
"3015","mtgA",27341.2732
"3016","elbB",22981.30796
"3017","arcB",87981.8616
"3018","yhcC",34606.1743
"3019","gltB",163295.07764
"3020","gltD",52014.71698
"3021","gltF",26351.3743
"3022","yhcA",25338.67372
"3023","yhcD",86288.37736
"3024","insH1",39326.72564
"3025","yhcF",24899.82674
"3026","yhcG",43292.94892
"3027","yhcH",17037.51116
"3028","nanK",29643.51602
"3029","nanE",24073.39454
"3030","nanT",53550.60192
"3031","nanA",32593.0863
"3032","nanR",29523.96908
"3033","dcuD",48830.22294
"3034","sspB",18262.20026
"3035","sspA",24304.62434
"3036","rpsI",14856.02418
"3037","rplM",16018.34768
"3038","zapE",43063.0343
"3039","yhcB",14960.67784
"3040","degQ",47204.46688
"3041","degS",37580.55566
"3042","mdh",32336.9016
"3043","argR",16994.3196
"3044","yhcN",9196.30624
"3045","yhcO",10796.0052
"3046","aaeB",73590.6085
"3047","aaeA",34742.07792
"3048","aaeX",7846.49086
"3049","aaeR",34515.61074
"3050","tldD",51363.4926
"3051","yhdP",139019.43522
"3052","rng",55363.5318
"3053","yhdE",21515.18396
"3054","mreD",18755.50182
"3055","mreC",39529.91812
"3056","mreB",36951.99626
"3057","csrD",73338.39304
"3058","acuI",34723.3627
"3059","accB",16687.04092
"3060","accC",49320.19542
"3061","yhdT",9097.6711
"3062","panF",51716.41804
"3063","prmA",31876.7427
"3064","dusB",35865.71462
"3065","fis",11239.81494
"3066","yhdJ",33397.0725
"3067","yhdU",7203.47496
"3068","acrS",25197.88978
"3069","acrE",41317.16324
"3070","acrF",111453.08898
"3071","yhdV",7451.62902
"3072","yhdX",43260.6742
"3073","yhdY",41483.8202
"3074","yhdZ",28573.87312
"3075","yrdA",20244.78998
"3076","yrdB",9974.86218
"3077","aroE",29413.28254
"3078","tsaC",20735.42532
"3079","yrdD",19870.79076
"3080","smg",18509.93366
"3081","smf",40954.3974
"3082","def",19328.2025
"3083","fmt",34136.003
"3084","rsmB",48346.9478
"3085","trkA",50367.17744
"3086","mscL",14956.58532
"3087","arfA",8171.28696
"3088","zntR",16179.23722
"3089","yhdN",13944.58802
"3090","rplQ",14364.42378
"3091","rpoA",36511.2891
"3092","rpsD",23468.80838
"3093","rpsK",13844.76524
"3094","rpsM",13067.16894
"3095","rpmJ",4364.29022
"3096","secY",48511.09954
"3097","rplO",14980.23792
"3098","rpmD",6541.71916
"3099","rpsE",17603.18372
"3100","rplR",12769.4709
"3101","rplF",18903.54706
"3102","rpsH",14126.39622
"3103","rpsN",11580.35184
"3104","rplE",20301.33328
"3105","rplX",11316.0683
"3106","rplN",13540.87494
"3107","rpsQ",9704.33476
"3108","rpmC",7273.36506
"3109","rplP",15281.02528
"3110","rpsC",25982.91312
"3111","rplV",12226.14728
"3112","rpsS",10430.15954
"3113","rplB",29860.09254
"3114","rplW",11198.98332
"3115","rplD",22086.26024
"3116","rplC",22243.24014
"3117","rpsJ",11735.44208
"3118","gspB",15875.80604
"3119","gspA",55297.3162
"3120","gspC",30005.65424
"3121","gspD",70697.26776
"3122","gspE",54609.94402
"3123","gspF",44338.52408
"3124","gspG",15904.99826
"3125","gspH",18564.84664
"3126","gspI",13901.29376
"3127","gspJ",22230.92618
"3128","gspK",37646.1338
"3129","gspL",44539.3408
"3130","gspM",17233.60672
"3131","gspO",24956.51272
"3132","bfr",18494.81816
"3133","bfd",7362.56382
"3134","chiA",97056.52158
"3135","tufA",43250.97956
"3136","fusA",77580.40284
"3137","rpsG",20018.85226
"3138","rpsL",13736.90738
"3139","tusB",10718.1983
"3140","tusC",13044.8648
"3141","tusD",13641.12222
"3142","yheO",26820.26726
"3143","fkpA",28881.55966
"3144","slyX",8214.23762
"3145","slyD",20852.61388
"3146","yheV",7598.69342
"3147","kefB",66410.38372
"3148","kefG",20957.7312
"3149","yheS",71842.55638
"3150","yheT",38494.76484
"3151","yheU",8469.46802
"3152","prkB",32343.60934
"3153","yhfA",14516.57462
"3154","crp",23640.16102
"3155","yhfK",79952.63866
"3156","argD",43766.45932
"3157","pabA",20771.62264
"3158","fic",22959.75772
"3159","yhfG",6566.47188
"3160","ppiA",20431.08248
"3161","tsgA",43165.92036
"3162","nirB",93120.27972
"3163","nirD",12283.86316
"3164","nirC",28562.18928
"3165","cysG",49918.75718
"3166","yhfL",5818.7687
"3167","frlA",47575.98138
"3168","frlB",38568.78604
"3169","frlC",31168.52384
"3170","frlD",28331.51918
"3171","frlR",27820.3405
"3172","yhfS",38598.90912
"3173","yhfT",46515.78996
"3174","yhfU",12478.58892
"3175","php",32915.0615
"3176","yhfW",44558.99688
"3177","yhfX",42293.86682
"3178","yhfY",13527.50836
"3179","yhfZ",33504.06402
"3180","trpS",37437.38922
"3181","gph",27388.8337
"3182","rpe",24553.96834
"3183","dam",32099.21544
"3184","damX",46161.33746
"3185","aroB",38880.54474
"3186","aroK",19537.81296
"3187","hofQ",44715.67408
"3188","hofP",15098.044
"3189","hofO",16846.0355
"3190","hofN",20795.61948
"3191","hofM",28999.94428
"3192","mrcA",93602.9791
"3193","nudE",21152.91574
"3194","yrfF",79489.03034
"3195","yrfG",25398.52774
"3196","hslR",15495.66902
"3197","hslO",32534.1198
"3198","yhgE",64636.52078
"3199","pck",59642.75704
"3200","envZ",50333.46322
"3201","ompR",27353.3199
"3202","greB",18526.82658
"3203","yhgF",85118.86614
"3204","feoA",8370.7278
"3205","feoB",84472.71504
"3206","feoC",8660.06756
"3207","yhgA",33267.11946
"3208","bioH",28504.66816
"3209","gntX",25726.00042
"3210","nfuA",20997.4782
"3211","gntT",45966.09474
"3212","malQ",78502.59772
"3213","malP",90521.2802
"3214","malT",103117.22208
"3215","rtcA",35902.78502
"3216","rtcB",45221.23336
"3217","rtcR",60298.56026
"3218","glpG",31306.32738
"3219","glpE",12082.3402
"3220","glpD",56749.84368
"3221","glgP",93171.42524
"3222","glgA",52821.76894
"3223","glgC",48697.1121
"3224","glgX",73575.77332
"3225","glgB",84335.85146
"3226","asd",40017.42982
"3227","yhgN",21490.13866
"3228","gntU",46383.35628
"3229","gntK",19525.00738
"3230","gntR",36421.6261
"3231","yhhW",26279.07348
"3232","yhhX",38764.52072
"3233","yhhY",18793.34136
"3234","yhhZ",44230.7668
"3235","insA",9836.21572
"3236","insB1",19564.35572
"3237","yrhB",10612.75266
"3238","ggt",61767.22198
"3239","yhhA",16623.65036
"3240","ugpQ",27409.27016
"3241","ugpC",39523.22632
"3242","ugpE",31499.36738
"3243","ugpA",33263.457
"3244","ugpB",48448.1567
"3245","livF",26309.93978
"3246","livG",28426.51912
"3247","livM",46268.7561
"3248","livH",32981.92284
"3249","livK",39378.22846
"3250","panM",14505.37274
"3251","livJ",39075.92984
"3252","rpoH",32468.43066
"3253","ftsX",38543.18476
"3254","ftsE",24438.95036
"3255","ftsY",54512.66304
"3256","rsmD",21677.34062
"3257","yhhL",10251.5877
"3258","yhhM",13496.33846
"3259","yhhN",23790.28774
"3260","zntA",76838.96776
"3261","tusA",9094.4575
"3262","yhhQ",25268.61556
"3263","dcrB",19787.27784
"3264","yhhS",42155.08768
"3265","yhhT",38521.76768
"3266","acpT",21767.54392
"3267","nikA",58718.27932
"3268","nikB",35247.69786
"3269","nikC",30329.54952
"3270","nikD",26820.10898
"3271","nikE",29721.32038
"3272","nikR",15093.60494
"3273","rhsB",159392.99674
"3274","yhhH",14530.6157
"3275","yhhI",43145.08056
"3276","yhhJ",41061.10652
"3277","rbbA",100783.69282
"3278","yhiI",38827.94226
"3279","yhiJ",61163.6981
"3280","yhiM",37624.62214
"3281","yhiN",43708.49998
"3282","pitA",53388.42518
"3283","uspB",13027.24316
"3284","uspA",16066.19884
"3285","dtpB",53574.56914
"3286","rsmJ",26916.80628
"3287","prlC",77166.29118
"3288","rlmJ",31941.30434
"3289","gor",48771.95378
"3290","dinQ",2988.73444
"3291","arsR",13252.41212
"3292","arsB",45496.86632
"3293","arsC",15853.1259
"3294","insH1",39326.72564
"3295","slp",20963.64656
"3296","dctR",20407.99162
"3297","yhiD",23213.08642
"3298","hdeB",12042.69572
"3299","hdeA",11857.49058
"3300","hdeD",20903.1087
"3301","gadE",20599.14364
"3302","mdtE",41190.06726
"3303","mdtF",111515.87354
"3304","gadW",28028.13422
"3305","gadX",31562.16006
"3306","gadA",52684.57028
"3307","yhjA",51569.93916
"3308","treF",63695.9401
"3309","yhjB",22603.97536
"3310","yhjC",33329.16092
"3311","yhjD",37910.98246
"3312","yhjE",47207.4388
"3313","yhjG",74456.56906
"3314","yhjH",29600.90408
"3315","kdgK",33961.96536
"3316","yhjJ",55526.71472
"3317","dctA",45435.74126
"3318","yhjK",74362.38894
"3319","bcsC",127722.38376
"3320","bcsZ",41699.78102
"3321","bcsB",86022.66448
"3322","bcsA",99783.36568
"3323","yhjR",7017.8393
"3324","bcsE",59427.44
"3325","bcsF",7363.85654
"3326","bcsG",62031.20878
"3327","ldrD",3916.67916
"3328","yhjV",47256.95466
"3329","dppF",37560.02256
"3330","dppD",35843.97776
"3331","dppC",32308.0944
"3332","dppB",37496.53626
"3333","dppA",60292.96438
"3334","eptB",63803.64566
"3335","yhjX",42950.31768
"3336","yhjY",25950.42478
"3337","tag",21099.87576
"3338","yiaC",17103.63292
"3339","bisC",85831.63058
"3340","yiaD",22196.97022
"3341","ghrB",35395.10382
"3342","yiaF",25662.7988
"3343","yiaG",11032.75146
"3344","cspA",7403.1885
"3345","hokA",5998.21604
"3346","insJ",19724.81224
"3347","insK",33445.02074
"3348","glyS",76812.01328
"3349","glyQ",34773.97954
"3350","ysaB",11336.09884
"3351","wecH",37569.40566
"3352","yiaA",16122.54468
"3353","yiaB",12555.03542
"3354","xylB",52617.65086
"3355","xylA",49741.42056
"3356","xylF",35733.60616
"3357","xylG",56469.7638
"3358","xylH",41030.37744
"3359","xylR",44868.63716
"3360","bax",30867.28484
"3361","malS",75711.75004
"3362","avtA",46710.70124
"3363","ysaA",17459.20366
"3364","yiaJ",31066.30832
"3365","yiaK",36572.33132
"3366","yiaL",17548.93712
"3367","yiaM",17515.65912
"3368","yiaN",45367.6419
"3369","yiaO",35969.65038
"3370","lyxK",55154.23524
"3371","sgbH",23444.4886
"3372","sgbU",32422.76072
"3373","sgbE",25560.57052
"3374","yiaT",27413.2083
"3375","yiaU",37274.01868
"3376","yiaV",41770.6438
"3377","yiaW",12408.43524
"3378","aldB",56305.69916
"3379","yiaY",40350.9318
"3380","selB",68866.62002
"3381","selA",50606.60594
"3382","yibF",22544.79224
"3383","rhsA",156318.84058
"3384","yibA",31873.25472
"3385","yibG",18078.5488
"3386","yibH",41987.78338
"3387","yibI",13865.91102
"3388","mtlA",67971.48644
"3389","mtlD",41138.5133
"3390","mtlR",21989.88782
"3391","yibT",7995.19942
"3392","yibL",13695.86236
"3393","lldP",59167.45086
"3394","lldR",29165.88196
"3395","lldD",42727.71264
"3396","trmL",17726.04566
"3397","cysE",29316.30826
"3398","gpsA",36361.19812
"3399","secB",17277.17724
"3400","grxC",9137.3995
"3401","yibN",15596.0647
"3402","gpmM",56193.24888
"3403","envC",46594.08384
"3404","yibQ",35334.28046
"3405","waaH",40523.90286
"3406","tdh",37238.65034
"3407","kbl",43116.56056
"3408","yibB",33457.5873
"3409","hldD",34892.73766
"3410","waaF",39041.6911
"3411","waaC",35543.33794
"3412","waaL",46877.08782
"3413","waaU",41728.93084
"3414","waaZ",32919.70416
"3415","waaY",27460.61848
"3416","waaR",39007.80072
"3417","waaO",39422.70958
"3418","waaB",40825.44702
"3419","waaS",36730.02116
"3420","waaP",30871.96866
"3421","waaG",42283.61784
"3422","waaQ",38730.22364
"3423","waaA",47290.47644
"3424","coaD",17836.43794
"3425","mutM",30289.7076
"3426","rpmG",6371.50346
"3427","rpmB",9006.38378
"3428","yicR",25311.10208
"3429","dfp",43437.65004
"3430","dut",16155.28516
"3431","slmA",22836.07674
"3432","pyrE",23566.70928
"3433","yicC",33174.53994
"3434","dinD",31077.7809
"3435","yicG",22048.15208
"3436","ligB",63178.6115
"3437","gmk",23592.42694
"3438","rpoZ",10236.4525
"3439","spoT",79323.50644
"3440","trmH",25342.8177
"3441","recG",76429.4865
"3442","gltS",42424.64368
"3443","xanP",48867.4933
"3444","yicH",62271.65676
"3445","yicI",88078.33878
"3446","yicJ",50947.88804
"3447","setC",43492.8971
"3448","yicL",33112.09134
"3449","nlpA",29423.2184
"3450","yicS",11069.6124
"3451","nepI",41841.54516
"3452","yicN",17218.81356
"3453","adeQ",46933.10306
"3454","adeD",63738.63608
"3455","uhpT",50605.99854
"3456","uhpC",48256.1036
"3457","uhpB",56305.218
"3458","uhpA",20889.08444
"3459","ilvN",11105.64116
"3460","ilvB",60439.91796
"3461","ivbL",3205.8757
"3462","tisB",3222.0622
"3463","emrD",42215.28732
"3464","yidF",19187.73524
"3465","yidG",13768.1525
"3466","yidH",12779.19438
"3467","yidI",15728.65756
"3468","yidJ",57294.75016
"3469","yidK",62084.21728
"3470","yidL",33957.57878
"3471","yidP",27327.50436
"3472","yidE",58938.24814
"3473","ibpB",16093.00364
"3474","ibpA",15773.50544
"3475","yidQ",11825.50496
"3476","yidR",46186.05248
"3477","cbrA",40141.96642
"3478","dgoT",47076.1559
"3479","dgoD",42522.3877
"3480","dgoA",21390.34638
"3481","dgoK",31373.2158
"3482","dgoR",26079.31784
"3483","yidX",24169.34334
"3484","yidA",29720.79352
"3485","yidB",13786.4051
"3486","gyrB",89948.84262
"3487","recF",40513.56934
"3488","dnaN",40586.16088
"3489","dnaA",52518.1045
"3490","rpmH",5380.33028
"3491","rnpA",13756.9647
"3492","yidD",9380.95352
"3493","yidC",61525.19426
"3494","mnmE",49230.26178
"3495","tnaC",2894.3762
"3496","tnaA",52772.86658
"3497","tnaB",45210.10882
"3498","mdtL",41489.26704
"3499","yidZ",36881.38894
"3500","yieE",27646.34154
"3501","chrR",20375.32926
"3502","adeP",46865.21792
"3503","yieH",24664.06022
"3504","cbrB",16683.0175
"3505","cbrC",22484.77674
"3506","yieK",26278.8576
"3507","yieL",42754.27572
"3508","bglH",60656.4322
"3509","bglB",53160.6657
"3510","bglF",66482.16466
"3511","bglG",32096.77244
"3512","phoU",27417.1937
"3513","pstB",29026.96034
"3514","pstA",32321.41632
"3515","pstC",34120.60414
"3516","pstS",37023.4338
"3517","glmS",66893.54004
"3518","glmU",49189.50308
"3519","atpC",15068.09612
"3520","atpD",50324.83282
"3521","atpG",31577.07806
"3522","atpA",55221.41604
"3523","atpH",19332.01558
"3524","atpF",17231.68422
"3525","atpE",8256.03772
"3526","atpB",30302.88002
"3527","atpI",13631.55152
"3528","rsmG",23398.76616
"3529","mnmG",69520.44618
"3530","mioC",15807.45752
"3531","asnC",16887.47602
"3532","asnA",36650.10502
"3533","viaA",55906.7014
"3534","ravA",56388.08852
"3535","kup",69293.30304
"3536","rbsD",15292.3343
"3537","rbsA",55040.98774
"3538","rbsC",33451.41912
"3539","rbsB",30950.108
"3540","rbsK",32290.11262
"3541","rbsR",36593.46836
"3542","hsrA",51461.05182
"3543","yieP",26075.76256
"3544","hdfR",31713.73802
"3545","yifE",13133.418
"3546","yifB",55145.67758
"3547","ilvL",3231.0574
"3548","ilvX",1910.14106
"3549","ilvM",9703.05686
"3550","ilvE",34093.24838
"3551","ilvD",65530.88252
"3552","ilvA",56194.5874
"3553","ilvY",33171.936
"3554","ilvC",54068.43454
"3555","ppiC",10231.90076
"3556","rep",77023.30354
"3557","gpp",54870.50974
"3558","rhlB",47125.35498
"3559","trxA",11806.48338
"3560","rho",47003.67172
"3561","wecA",40924.69762
"3562","wzzE",39488.65968
"3563","wecB",42212.03306
"3564","wecC",45838.21096
"3565","rffG",39753.3615
"3566","rffH",32733.99518
"3567","wecD",24188.00914
"3568","wecE",41900.56142
"3569","wzxE",44959.0914
"3570","wecF",40639.09782
"3571","wzyE",51516.63024
"3572","wecG",27927.84606
"3573","yifK",50398.4626
"3574","aslB",46512.6611
"3575","aslA",60716.894
"3576","hemY",45244.48198
"3577","hemX",42962.49614
"3578","hemD",27797.61
"3579","hemC",33851.4418
"3580","cyaA",97566.80806
"3581","cyaY",12231.2669
"3582","yifL",7177.13004
"3583","dapF",30208.23562
"3584","yigA",26728.46906
"3585","xerC",33867.3473
"3586","yigB",27121.51226
"3587","uvrD",81988.95256
"3588","yigE",27908.00034
"3589","yigF",14549.01596
"3590","yigG",14408.03244
"3591","rarD",33282.67494
"3592","yigI",17162.59012
"3593","pldA",33162.71876
"3594","recQ",68330.69804
"3595","rhtC",22473.83646
"3596","rhtB",22426.49716
"3597","pldB",38977.7864
"3598","yigL",29707.3984
"3599","yigM",33694.4896
"3600","metR",35628.59172
"3601","metE",84672.47992
"3602","ysgA",29424.85072
"3603","udp",27158.7834
"3604","rmuC",54731.7463
"3605","ubiE",28072.89334
"3606","ubiJ",22152.3246
"3607","ubiB",63201.9746
"3608","tatA",9663.8621
"3609","tatB",18388.57414
"3610","tatC",28875.95478
"3611","tatD",28973.62402
"3612","rfaH",18340.01762
"3613","ubiD",55603.0961
"3614","fre",26241.68984
"3615","fadA",40875.80846
"3616","fadB",79592.9638
"3617","pepQ",50175.56638
"3618","yigZ",21756.6311
"3619","trkH",52959.09122
"3620","hemG",21193.98368
"3621","mobB",19363.15514
"3622","mobA",21610.55906
"3623","yihD",10272.78738
"3624","srkA",38119.85036
"3625","dsbA",23104.26578
"3626","yihF",52636.24258
"3627","yihG",36288.58852
"3628","polA",103116.87392
"3629","yihA",23542.57234
"3630","yihI",19059.00306
"3631","hemN",52728.41952
"3632","yshB",3618.20388
"3633","glnG",52254.11406
"3634","glnL",38555.64616
"3635","glnA",51903.17234
"3636","typA",67322.5993
"3637","yihL",26938.45046
"3638","yihM",36941.39136
"3639","yihN",46334.75574
"3640","ompL",27199.94236
"3641","yihO",51573.58722
"3642","yihP",50981.5114
"3643","yihQ",77274.07
"3644","yihR",34009.5276
"3645","yihS",47432.0652
"3646","yihT",31982.69476
"3647","yihU",31157.82834
"3648","yihV",31727.29794
"3649","yihW",28506.97772
"3650","yihX",22731.52424
"3651","yihY",32838.4853
"3652","dtd",15949.88328
"3653","yiiD",37093.89234
"3654","yiiE",8205.36308
"3655","yiiF",8442.38484
"3656","fdhE",34746.33954
"3657","fdoI",24606.06314
"3658","fdoH",33100.05134
"3659","fdoG",112398.06506
"3660","fdhD",30527.60348
"3661","yiiG",39293.87196
"3662","frvR",65998.93178
"3663","frvX",38732.98634
"3664","frvB",51119.84364
"3665","frvA",16093.32504
"3666","rhaM",12264.76016
"3667","rhaD",30145.1416
"3668","rhaA",47198.87994
"3669","rhaB",54068.43362
"3670","rhaS",32314.93166
"3671","rhaR",32340.20134
"3672","rhaT",37319.38208
"3673","sodA",23096.80246
"3674","kdgT",33668.8797
"3675","yiiM",25342.42304
"3676","cpxA",51623.62846
"3677","cpxR",26311.80188
"3678","cpxP",18965.0552
"3679","fieF",32926.87886
"3680","pfkA",34841.66932
"3681","sbp",36658.83188
"3682","cdh",28450.4391
"3683","tpiA",26971.50578
"3684","yiiQ",21762.68898
"3685","yiiR",16541.44314
"3686","yiiS",10776.11212
"3687","uspD",16292.85166
"3688","fpr",27750.61336
"3689","glpX",35851.92938
"3690","glpK",56230.11624
"3691","glpF",29779.6364
"3692","zapB",9634.70328
"3693","rraA",17360.1552
"3694","menA",33593.57912
"3695","hslU",49593.23236
"3696","hslV",19060.5552
"3697","ftsN",35760.74136
"3698","cytR",37787.32762
"3699","priA",81653.9102
"3700","rpmE",7870.98934
"3701","yiiX",23139.35278
"3702","metJ",12140.61356
"3703","metB",41549.90274
"3704","metL",88886.60752
"3705","metF",33102.34714
"3706","katG",80022.8079
"3707","yijE",32865.15684
"3708","yijF",22954.74972
"3709","gldA",38711.75202
"3710","fsaB",23554.94916
"3711","frwA",91772.59524
"3712","frwC",37085.92826
"3713","frwB",11247.84212
"3714","pflD",85958.74442
"3715","pflC",32429.31578
"3716","frwD",12636.51228
"3717","yijO",32148.99798
"3718","eptC",66609.0336
"3719","ppc",99061.4447
"3720","argE",42346.84968
"3721","argC",35951.69756
"3722","argB",27159.22762
"3723","argH",50317.6428
"3724","oxyR",34275.56848
"3725","sthA",51559.81022
"3726","fabR",24403.60006
"3727","yijD",13023.35754
"3728","trmA",41966.48082
"3729","btuB",68406.2481
"3730","murI",31001.5843
"3731","murB",37850.5742
"3732","birA",35311.5688
"3733","coaA",36359.3174
"3734","tufB",43313.07054
"3735","secE",13643.24484
"3736","nusG",20531.2777
"3737","rplK",14875.2166
"3738","rplA",24729.3453
"3739","rplJ",17711.38786
"3740","rplL",12295.05398
"3741","rpoB",150661.58382
"3742","rpoC",155126.38652
"3743","yjaZ",21130.79494
"3744","thiH",43319.62966
"3745","thiG",26895.789
"3746","thiS",7311.21406
"3747","thiF",26969.49356
"3748","thiE",23014.99076
"3749","thiC",70849.56644
"3750","rsd",18242.6227
"3751","nudC",29688.6098
"3752","hemE",39247.68066
"3753","nfi",24672.30094
"3754","yjaG",22612.40738
"3755","hupA",9534.86406
"3756","yjaH",26285.08
"3757","zraP",15199.23706
"3758","zraS",51031.18768
"3759","zraR",48393.9708
"3760","purD",45939.84248
"3761","purH",57328.56408
"3762","yjaA",14446.64518
"3763","yjaB",16446.50306
"3764","metA",35726.84448
"3765","aceB",60272.86056
"3766","aceA",47521.00446
"3767","aceK",67697.76866
"3768","arpA",82597.29004
"3769","iclR",29738.956
"3770","metH",135963.38332
"3771","yjbB",59434.22806
"3772","pepE",24569.95598
"3773","rluF",32476.174
"3774","yjbD",10531.9472
"3775","lysC",48531.14988
"3776","pgi",61529.0119
"3777","yjbE",7386.00126
"3778","yjbF",23722.48428
"3779","yjbG",26280.49946
"3780","yjbH",78489.77668
"3781","yjbT",10048.62866
"3782","psiE",15596.57252
"3783","xylE",53607.41846
"3784","malG",32225.01532
"3785","malF",57012.7027
"3786","malE",43387.09376
"3787","malK",40989.97402
"3788","lamB",49911.65038
"3789","malM",31943.10798
"3790","ubiC",18776.68876
"3791","ubiA",32511.35892
"3792","plsB",91380.37668
"3793","dgkA",13244.52734
"3794","lexA",22357.44874
"3795","dinF",49645.81752
"3796","yjbJ",8325.15216
"3797","zur",19253.98606
"3798","yjbL",9749.22768
"3799","yjbM",26672.58454
"3800","dusA",38467.4954
"3801","pspG",9023.31022
"3802","qorA",35171.7331
"3803","dnaB",52389.46978
"3804","alr",39152.49726
"3805","tyrB",43505.23612
"3806","yjbS",7888.09108
"3807","aphA",26103.21796
"3808","yjbQ",15655.61614
"3809","yjbR",13519.314
"3810","uvrA",103866.31968
"3811","ssb",18974.77972
"3812","yjcB",10303.2055
"3813","yjcC",60800.57894
"3814","soxS",12910.67458
"3815","soxR",17149.52036
"3816","ghxP",45710.94664
"3817","yjcE",60522.0519
"3818","yjcF",49377.8171
"3819","actP",59196.41612
"3820","yjcH",11671.46884
"3821","acs",72092.71586
"3822","nrfA",53702.33866
"3823","nrfB",20714.2885
"3824","nrfC",24567.22182
"3825","nrfD",35041.8008
"3826","nrfE",61261.82846
"3827","nrfF",14522.91308
"3828","nrfG",22784.01336
"3829","gltP",47158.60454
"3830","yjcO",25078.90748
"3831","fdhF",79222.92554
"3832","mdtP",53452.52654
"3833","mdtO",76149.94022
"3834","mdtN",36907.83102
"3835","ytcA",10256.4483
"3836","yjcS",73149.95062
"3837","alsK",33820.57546
"3838","alsE",26108.90838
"3839","alsC",34315.253
"3840","alsA",56744.26562
"3841","alsB",32909.51312
"3842","alsR",32361.91686
"3843","rpiB",16073.13646
"3844","yjdP",13468.47202
"3845","phnP",27847.47438
"3846","phnO",16569.66002
"3847","phnN",20729.35276
"3848","phnM",42009.9457
"3849","phnL",24705.16912
"3850","phnK",27830.50796
"3851","phnJ",31844.78984
"3852","phnI",38852.3218
"3853","phnH",21027.04942
"3854","phnG",16539.46906
"3855","phnF",27621.1002
"3856","phnD",37370.11306
"3857","phnC",29430.26012
"3858","yjdN",16171.14994
"3859","yjdM",12344.93332
"3860","crfC",84370.0579
"3861","yjcZ",32880.3694
"3862","proP",54845.16874
"3863","pmrR",3465.02178
"3864","basS",41028.75354
"3865","basR",25030.51122
"3866","eptA",61666.38246
"3867","adiC",46842.0795
"3868","adiY",29006.44464
"3869","adiA",84424.29516
"3870","melR",34927.49928
"3871","melA",50656.53728
"3872","melB",52635.78162
"3873","yjdF",23441.72142
"3874","fumB",60104.6183
"3875","dcuB",47934.69814
"3876","dcuR",27488.11512
"3877","dcuS",60549.9366
"3878","yjdI",8549.80094
"3879","yjdJ",10467.93288
"3880","ghoS",11467.8426
"3881","ghoT",6554.97398
"3882","lysU",57825.8949
"3883","dtpC",53054.01176
"3884","cadA",81259.20978
"3885","cadB",46664.52214
"3886","cadC",57812.24958
"3887","yjdC",21898.77856
"3888","dsbD",61794.3542
"3889","cutA",12330.94314
"3890","dcuA",45750.16984
"3891","aspA",52355.57296
"3892","fxsA",17673.6968
"3893","yjeH",44777.03842
"3894","groS",10386.8258
"3895","groL",57328.23238
"3896","yjeI",11958.3129
"3897","yjeJ",32946.57772
"3898","epmB",38749.16602
"3899","efp",20591.0616
"3900","ecnA",4359.14794
"3901","ecnB",4809.47628
"3902","sugE",10900.13202
"3903","blc",19851.3616
"3904","ampC",41555.06716
"3905","frdD",13106.77356
"3906","frdC",15014.85574
"3907","frdB",27122.8002
"3908","frdA",65938.82298
"3909","epmA",36975.65546
"3910","yjeM",54724.40508
"3911","yjeN",11818.42944
"3912","yjeO",12637.98584
"3913","mscM",123934.05646
"3914","psd",35915.93714
"3915","rsgA",39174.80414
"3916","orn",20815.38072
"3917","yjeV",2056.25736
"3918","queG",43072.4319
"3919","nnr",54649.6707
"3920","tsaE",16852.88304
"3921","amiB",47984.64406
"3922","mutL",67922.90478
"3923","miaA",35064.73362
"3924","hfq",11166.25074
"3925","hflX",48308.46844
"3926","hflK",45544.33804
"3927","hflC",37649.43512
"3928","yjeT",7165.70702
"3929","purA",47344.3885
"3930","nsrR",15560.8369
"3931","rnr",92108.1238
"3932","rlmB",26556.34108
"3933","yjfI",14934.83126
"3934","yjfJ",25333.24772
"3935","yjfK",25008.64996
"3936","yjfL",14223.66934
"3937","yjfM",23351.48358
"3938","yjfC",45019.1431
"3939","aidB",60557.19044
"3940","yjfN",9949.00914
"3941","bsmA",12037.82012
"3942","yjfP",27588.0916
"3943","ulaR",27601.58158
"3944","ulaG",40060.20448
"3945","ulaA",50736.95822
"3946","ulaB",10895.50438
"3947","ulaC",17237.3339
"3948","ulaD",23577.80816
"3949","ulaE",32006.28014
"3950","ulaF",25277.44566
"3951","yjfY",10149.2422
"3952","rpsF",15186.87046
"3953","priB",11442.06212
"3954","rpsR",8986.32112
"3955","rplI",15768.85886
"3956","yjfZ",29739.11872
"3957","ytfB",23505.21892
"3958","fklB",22215.91152
"3959","cycA",51659.06066
"3960","ytfE",24882.36406
"3961","ytfF",35208.06644
"3962","qorB",29733.1336
"3963","ytfH",14075.01132
"3964","cpdB",70831.3316
"3965","cysQ",27175.54482
"3966","ytfI",35934.44522
"3967","ytfJ",20420.29044
"3968","ytfK",8071.64484
"3969","ytfL",49762.13138
"3970","msrA",23314.77768
"3971","tamA",64763.30136
"3972","tamB",136778.17708
"3973","ytfP",12866.26588
"3974","chpS",9271.48694
"3975","chpB",12492.2594
